CODE,TYPE,INDEX_CODE,DESCRIPTION,HR,lCI,uCI
1250,0,274,Latanoprost,0.807940495465146,0.744668481876802,0.876588522408364
1234,0,194,Cefalexin,0.803567284758585,0.706026203304393,0.9145841586504
3816,0,595,Vinorelbine,0.803343719302615,0.700522033577806,0.921257434326338
1064,0,91,Dexamethasone with neomycin sulphate and polymyxin B sulphate,0.802244026162792,0.732282815258228,0.878889227090401
2798,0,8,Ibuprofen,0.796811805779856,0.741444773562802,0.856313344525015
2193,0,592,Sulindac,0.795194700903566,0.693653336551144,0.911600332651885
1228,0,120,Cefaclor monohydrate,0.794950045939747,0.725819151271043,0.870665336444971
1025,0,189,Nedocromil,0.788608385197167,0.701871011086141,0.886064783101517
3839,0,290,Brimonidine tartrate with timolol maleate,0.786449341149512,0.692602305165664,0.893012572412044
2797,0,94,Lisinopril,0.786282704852789,0.705534780291778,0.876272168602291
3917,0,62,Pharmacy Services,0.774532669466861,0.694565896274746,0.863706178620325
1146,0,132,Betamethasone valerate with clioquinol,0.771310632517727,0.699421044554182,0.850589350244822
1970,0,85,Phenoxymethylpenicillin (Penicillin V),0.770238359168705,0.713429389111229,0.831570915061369
2638,0,398,Moclobemide,0.769738111758135,0.673630624439649,0.879557340769417
1318,0,112,Clonidine hydrochloride,0.767094345458795,0.678533894556472,0.867213472393285
2636,0,99,Fluoxetine Hydrochloride,0.765057042537935,0.702630480725338,0.833030012778073
1446,0,51,Compound electrolytes,0.763743390821992,0.674912012146445,0.864266684436646
1120,0,283,Benzathine benzylpenicillin,0.758175979852943,0.658888324169021,0.872425258333326
2505,0,224,Tranexamic acid,0.754050939110825,0.661308548649566,0.859799589669634
2837,0,97,Mometasone furoate,0.754007540712626,0.690496138841312,0.8233606815029
1381,0,25,Dexamethasone with framycetin and gramicidin,0.750259419556612,0.682687277418197,0.824519828115404
1643,0,252,Indapamide,0.750068344965866,0.670160381698624,0.839504299991341
2135,0,401,Sodium chloride,0.749145641220247,0.643699988257324,0.871864536270495
1624,0,56,Hydroxocobalamin,0.746715831873899,0.680910898213021,0.81888031904681
2539,0,50,Midazolam,0.745730202281905,0.663662074209584,0.837946835002946
3942,0,610,Pramipexole hydrochloride,0.745361542556418,0.639493812638801,0.868755597227142
1888,0,253,Oestrogens,0.742256577965075,0.670799434090822,0.821325719034266
2515,0,193,Doxazosin,0.738718176459462,0.670833612258489,0.813472274286279
2301,0,533,Trimipramine maleate,0.737874600093697,0.646895940999624,0.84164838725391
1820,0,40,Metronidazole,0.737473241703081,0.675555860325958,0.805065597337329
1611,0,35,Hydrocortisone with miconazole,0.735299192249171,0.680619632151874,0.79437159403248
3288,0,624,Eucalyptus oil,0.735247698570874,0.638238103852916,0.847002356942241
3794,0,79,Travoprost,0.730697693733419,0.662828358911461,0.80551640926193
2414,0,484,Charcoal,0.730358050549576,0.643333928310568,0.829153972033429
1696,0,101,Ketoconazole,0.730165441652513,0.671543946802249,0.793904218364737
3325,0,625,"Magnesium carbonate, light",0.725405041489712,0.62349331620243,0.843974523133212
1072,0,13,Amoxicillin,0.721049058006699,0.672734507136803,0.772833470762667
3870,0,566,Syrup (pharmaceutical grade),0.715248698679344,0.623618460489814,0.820342458368984
2918,0,549,Gluten free baking mix,0.712716437172189,0.63897136889569,0.794972583346442
2429,0,295,Docusate sodium,0.708436423616211,0.629875185038894,0.796796219675073
2479,0,476,Trimeprazine tartrate,0.707669758342582,0.614099239615899,0.815497650161367
3356,0,505,Phenol,0.704947729609746,0.611270563582927,0.812980913998352
2461,0,412,Senna,0.703932508948162,0.608371126116861,0.814504429749796
1443,0,296,Econazole nitrate,0.703681339751267,0.646035553390887,0.766470862656277
1630,0,168,Hypromellose with dextran,0.700916457129428,0.634944191367836,0.773743403836035
2295,0,184,Triazolam,0.699456147429612,0.631498656546373,0.774726750572507
3909,0,502,Triclosan,0.697900541942326,0.624822600366065,0.779525526378264
1529,0,341,Fluorouracil,0.693551170900907,0.600730726079949,0.800713540652161
1424,0,288,Diphenoxylate hydrochloride with atropine sulphate,0.684876513667043,0.622825651710489,0.75310937769589
3881,0,409,Finasteride,0.684447868182027,0.624941701389947,0.749620137713628
2071,0,124,Pyridoxine hydrochloride,0.683361365805085,0.625943734418395,0.746045899331344
3867,0,439,Tenofovir disoproxil,0.682531122301139,0.597524650736882,0.779630986495966
1769,0,391,Mefenamic acid,0.681283732089154,0.579853203689306,0.800456944371776
3824,0,83,Bimatoprost,0.676774851182565,0.613189940074165,0.746953218341751
3264,0,156,Coal tar,0.675767151672085,0.613765875506565,0.744031660121383
2266,0,267,Timolol Maleate,0.67463942709498,0.618844685804144,0.735464595611132
1015,0,434,Adrenaline,0.674545047997916,0.599731920979609,0.758690684723418
3439,0,517,Methyl hydroxybenzoate,0.673933118192363,0.58165832528981,0.780846466128006
1886,0,198,Oestradiol,0.673245747130451,0.611553045185011,0.741161931246889
2920,0,577,Gluten free flour,0.673204091711859,0.598347035864824,0.757426245861733
1589,0,570,Heparin sodium,0.672714748493452,0.589768262883136,0.767327035585638
3280,0,449,Dithranol,0.672019914587256,0.575936124557363,0.784133424429573
2140,0,176,Sodium citrate with sodium lauryl sulphoacetate,0.671318487518514,0.59364470650188,0.759155277134974
6004,0,620,Bee venom allergy treatment,0.665606477222186,0.596808044788076,0.742335808622431
2865,0,447,Cabergoline,0.660587641928838,0.593788140181439,0.734901900424893
2010,0,393,Polyvinyl alcohol,0.659822070713089,0.574357540877837,0.758003741597446
1223,0,536,Zidovudine [AZT] with lamivudine,0.658364011823463,0.579874118883344,0.747478043853658
2205,0,338,Sulfasalazine,0.655285690208646,0.573508464566224,0.748723623664387
3861,0,542,Atazanavir sulphate,0.649932929701452,0.556510838172901,0.75903789133227
1143,0,318,Betamethasone dipropionate,0.649641605710234,0.573452491022609,0.735953234970134
3337,0,627,Methylcellulose,0.648750152097012,0.563766558024201,0.746544387664494
6014,0,359,Choline salicylate with cetalkonium chloride,0.648050176541855,0.572960469352241,0.732980814175059
1259,0,24,Chloramphenicol,0.647378120150699,0.596084204724081,0.703085951830996
1006,0,182,Acetic acid with hydroxyquinoline and ricinoleic acid,0.647110572724067,0.568124046172859,0.737078629486244
1037,0,260,Alendronate sodium,0.646868329740707,0.579103543814931,0.722562727323346
6041,0,405,Diaphragm,0.6438123195213,0.566185571151838,0.732082066175153
1051,0,660,Amiloride hydrochloride with furosemide,0.64359457281169,0.562533764415293,0.736336199451428
3926,0,276,Escitalopram,0.642758622317943,0.5654914517022,0.730583363056084
1730,0,68,Lorazepam,0.638100775299412,0.569506508330101,0.714956885447395
2362,0,589,Acipimox,0.635419488676088,0.554696869093777,0.72788931952872
1614,0,7,Hydrocortisone butyrate,0.635077881210813,0.582454467821796,0.692455698230843
1772,0,629,Megestrol acetate,0.634681615848714,0.542067413057915,0.743119294376946
1487,0,366,Etidronate disodium,0.634214460827316,0.576543902024585,0.697653692823779
1606,0,418,Hydrocortisone acetate,0.632191642193456,0.556038455919355,0.718774516770516
2332,0,361,Water,0.631149710272798,0.548814863683405,0.725836676696193
2263,0,21,Levothyroxine,0.628329074801651,0.57813471683427,0.682881367863388
2070,0,537,Pyridostigmine Bromide,0.625065608525505,0.535823693026061,0.729170844900201
1716,0,638,Levobunolol,0.62438526350125,0.54859722293999,0.710643329888258
1812,0,600,Methylprednisolone (as sodium succinate),0.618769930281489,0.540133160987986,0.708855249546649
1575,0,558,Glycerol with paraffin and cetyl alcohol,0.609157863292646,0.530658297353043,0.699269764106581
1546,0,42,Sodium Fusidate [fusidic acid],0.608221151813914,0.562817349438364,0.657287785962889
2034,0,579,Prednisolone,0.607695224324371,0.524875781059684,0.703582636106914
1191,0,141,Calcium Carbonate,0.606948466447289,0.56086741359231,0.656815553899327
3853,0,524,Ezetimibe with simvastatin,0.606745121360296,0.512665012397309,0.71809004592109
1158,0,370,Anastrozole,0.603787590503873,0.530288052835729,0.687474387735084
3257,0,231,Chloroform,0.603725933983417,0.525888338084979,0.693084400181643
2803,0,190,Itraconazole,0.603187545166509,0.554530346038119,0.656114164433823
1832,0,655,Mask for spacer device,0.602501063892007,0.522942604979365,0.694163238058074
1002,0,293,Lamotrigine,0.600782149972507,0.531311172584638,0.679336724597278
2133,0,365,Carmellose sodium with gelatin and pectin,0.599655793996284,0.528496050584077,0.680396893933094
1818,0,453,Metoprolol tartrate,0.595464568119295,0.520696370622434,0.680968932934255
1724,0,183,Levonorgestrel,0.593555320180863,0.524523083757744,0.671672856780739
3792,0,90,Brinzolamide,0.593430007801485,0.527374842982971,0.667758765600887
1168,0,26,Budesonide,0.591261695544709,0.540850978967636,0.646371008305642
1881,0,123,Nystatin,0.590199782751996,0.491433202145334,0.708816136231448
1009,0,509,Leuprorelin,0.589464502601401,0.515471074825179,0.674079335964604
3758,0,284,Budesonide with eformoterol,0.584928856459512,0.525565275456876,0.650997664983873
2543,0,227,Terazosin,0.584874291566274,0.532316006327788,0.642621925451753
2809,0,226,Clarithromycin,0.584454746046688,0.521997343041511,0.654385227683686
1441,0,507,Dydrogesterone,0.583003016544445,0.507217167116708,0.670112408126982
2440,0,140,Framycetin Sulphate,0.580955172089529,0.517344955650568,0.652386590980002
2710,0,66,Ondansetron,0.578812937604214,0.516156453917435,0.64907532240527
2830,0,36,Terbinafine,0.576361753101464,0.496700032352722,0.668799776123816
1528,0,100,Fluorouracil sodium,0.572288686638247,0.52194400408422,0.627489420879108
2032,0,270,Prednisolone acetate,0.57114632969197,0.516330147618776,0.631782070880469
2533,0,169,Mesalazine,0.571085627954588,0.524105837426791,0.622276592181331
3303,0,382,Hydrogen peroxide,0.568574982297499,0.497108562766481,0.650315715133764
1136,0,606,Benzylpenicillin sodium [Penicillin G],0.565225394344771,0.487806645946884,0.654931106549519
2484,0,3,Zopiclone,0.560101205949713,0.514858797255102,0.609319220296598
1132,0,299,Benzydamine hydrochloride,0.557967429519911,0.498906233279035,0.624020370238455
2389,0,14,Triamcinolone acetonide,0.557042713662542,0.502198772740006,0.617876031738479
1972,0,397,Phenylephrine hydrochloride,0.553103448975886,0.483020932440173,0.633354384298679
1255,0,522,Chlorambucil,0.550890642858589,0.476429739727921,0.636988993513421
1620,0,47,Miconazole nitrate,0.550824476325448,0.503034820163406,0.603154277909918
3431,0,385,Zinc and castor oil,0.550047500881983,0.485640910969374,0.622995811087248
1874,0,131,Norfloxacin,0.545363207770853,0.492430242627786,0.603986113450238
1871,0,119,Norethisterone,0.543064535273717,0.498607085446594,0.591485957741464
1521,0,39,Fluocortolone caproate with fluocortolone pivalate and cinchocaine,0.542545980854657,0.499150390117597,0.589714336940002
1193,0,108,Citalopram hydrobromide,0.541346567737369,0.495098024045448,0.591915322154726
1731,0,510,Lormetazepam,0.541034086653293,0.476570994171164,0.614216741054179
1479,0,254,Ethinyloestradiol with gestodene,0.540972218729455,0.486645926552386,0.601363178996148
2176,0,304,Spironolactone,0.537608550152197,0.477672180445309,0.605065492671787
3941,0,433,Betamethasone dipropionate with calcipotriol,0.53184634059909,0.474893944564738,0.595628841441426
2224,0,72,Temazepam,0.53105454936962,0.477982160100305,0.590019791422735
1835,0,206,Mupirocin,0.528929384251683,0.477351183764277,0.586080653071172
2483,0,129,Aciclovir,0.525469374022116,0.482432428235501,0.57234556981399
1613,0,125,Hydrocortisone and paraffin liquid and lanolin,0.524582503492421,0.470721121181743,0.584606873555026
6012,0,52,Prochlorperazine,0.52166355049191,0.471134860077826,0.577611386826422
2831,0,27,Loratadine,0.516330405176076,0.478148387648792,0.557561406031784
3879,0,171,Imiquimod,0.516022150508372,0.468065996516315,0.568891698600462
1436,0,207,Domperidone,0.515908392060688,0.459040657718559,0.579821121557014
1612,0,43,Hydrocortisone with natamycin and neomycin,0.51565452681683,0.470523189613223,0.565114742262252
1865,0,451,Nitrazepam,0.512399282904808,0.448873733726128,0.584915100605004
1501,0,23,Ferrous sulphate with folic acid,0.511924711482912,0.461488925138267,0.567872587946385
3743,0,151,Oil in water emulsion,0.511329485307107,0.453208394536558,0.576904235879816
1867,0,37,Nitrofurantoin,0.509962172343739,0.466761532574085,0.557161203467999
3913,0,314,Zoledronic acid,0.509807235849118,0.442259210363675,0.58767214256634
1148,0,277,Betamethasone valerate with sodium fusidate [fusidic acid],0.509174964044017,0.461139042559599,0.562214690324597
1719,0,353,Lidocaine [Lignocaine] hydrochloride,0.507767047744368,0.434177359894868,0.593829615706959
2054,0,623,Promethazine theoclate,0.507315937433258,0.438165052589909,0.58738016382759
1065,0,128,Fluticasone,0.497906385219221,0.459364154315636,0.539682441725149
1167,0,417,Bromocriptine mesylate,0.493372999445835,0.444088253616135,0.548127347661367
3902,0,384,Solifenacin succinate,0.487930516301196,0.435856614024682,0.546225940085125
1040,0,154,Simethicone,0.486725757029394,0.43111391823371,0.549511283529034
3732,0,455,Efavirenz,0.485261251413253,0.423420956840432,0.55613327191053
2300,0,31,Trimethoprim,0.48352751135582,0.449165301260025,0.520518511964495
1149,0,615,Betaxolol,0.48173968050133,0.407707996317759,0.569214049921773
1554,0,561,Gentamicin sulphate,0.474170214409655,0.400522750316862,0.561359852980696
1187,0,19,Colecalciferol,0.472096069822806,0.434878727490954,0.512498508326729
3814,0,342,Epirubicin hydrochloride,0.471710680416159,0.41114272573415,0.541201271702797
1385,0,657,Dexamethasone phosphate,0.470686842804754,0.406689820887683,0.54475448514039
2529,0,1,Doxycycline,0.470053895096042,0.431865729887353,0.511618887547742
1987,0,527,Pilocarpine hydrochloride,0.469658426611487,0.401859335780592,0.548896138641931
2286,0,215,Tretinoin,0.464366106449303,0.407158128192546,0.529612123368713
1361,0,145,Trimethoprim with sulphamethoxazole [Co-trimoxazole],0.463112294383575,0.387342627303595,0.553703574280547
1527,0,317,Fluorometholone,0.460829497718434,0.413211840042246,0.513934513458551
2833,0,48,Cetirizine hydrochloride,0.460687742151312,0.420536152100489,0.504672891280366
3903,0,86,Fluticasone propionate,0.460078689355327,0.422020239122808,0.501569310606732
2452,0,175,Ispaghula (psyllium) husk,0.459978540747097,0.418375871580689,0.505718116937398
3868,0,232,Alendronate sodium with colecalciferol,0.455143700095492,0.402631207426059,0.514505045599721
2478,0,137,Promethazine hydrochloride,0.454435005736322,0.402959574651144,0.512486084037969
3866,0,514,Emtricitabine,0.454323695874911,0.401153996317846,0.514540606669898
1195,0,298,Betahistine dihydrochloride,0.452054076321256,0.401167373932692,0.509395581987058
2462,0,234,Sodium acid phosphate,0.44815665041019,0.373562826972392,0.537645527887937
1194,0,331,Fexofenadine hydrochloride,0.447256717409388,0.403294519083599,0.49601113281273
1815,0,251,Metoclopramide hydrochloride with paracetamol,0.443082804162792,0.398316576225698,0.492880244164181
2471,0,144,Dextrochlorpheniramine maleate,0.442526857615725,0.387462120843111,0.505417198680288
3910,0,443,Tamsulosin hydrochloride,0.441761639749898,0.393438697851456,0.496019703756237
1811,0,161,Methylprednisolone,0.440241555137663,0.380697810056465,0.509098349794241
1076,0,654,Dorzolamide Hydrochloride,0.439988228043733,0.380866471683519,0.508287431974131
1363,0,242,Crotamiton,0.438482567755552,0.388658091914498,0.494694350189419
2194,0,390,Sulphacetamide sodium,0.43652564152021,0.377568629022113,0.504688740158735
3873,0,556,Ziprasidone,0.434196110994656,0.384221190826531,0.490671174063379
2237,0,599,Tetrabenazine,0.433462479191186,0.3684474559796,0.509949839026633
1393,0,635,Glucose [Dextrose],0.426346132589553,0.372181554262822,0.488393427057667
3834,0,344,Docetaxel,0.425131788740462,0.369545834331428,0.489078812441896
1617,0,134,Hydrocortisone,0.424138371794726,0.379759111088154,0.473703864308135
2328,0,107,Vitamin B complex,0.421428491659998,0.365256438952951,0.486239131312613
1345,0,569,Colestipol hydrochloride,0.418932472642782,0.358183952359435,0.489984030491902
2056,0,335,Oestradiol with norethisterone,0.40840112562619,0.371820258747164,0.448580935247416
2853,0,152,Levocabastine,0.406985827474932,0.366108608138187,0.45242712157955
1236,0,560,Cefazolin,0.40631486779733,0.341367359746796,0.483619089756021
1103,0,255,Lodoxamide,0.404929003076378,0.364306083017364,0.450081690029354
1549,0,437,Gamma benzene hexachloride,0.402500086480751,0.35051966998885,0.462188953967022
1438,0,220,Doxepin hydrochloride,0.39686014740018,0.354382353052984,0.444429513032057
2218,0,259,Tamoxifen citrate,0.393668752995071,0.349066497339756,0.443970098149675
1498,0,114,Folic acid,0.390921857079985,0.32020104349621,0.477262337043799
1828,0,219,Minocycline hydrochloride,0.390290802569177,0.340507372053966,0.447352753778118
2784,0,153,Oestriol,0.389879238709438,0.358828893861351,0.423616446103097
2394,0,98,Ciclopirox olamine,0.388658081599795,0.348478705053337,0.43347011510994
2816,0,257,Gestrinone,0.387242679708141,0.345275726783131,0.43431055633323
1082,0,262,Methylprednisolone aceponate,0.386535530205785,0.34678370983044,0.430844102176891
6009,0,208,Paroxetine,0.385396149185725,0.346739138994835,0.428362925044345
1178,0,192,Azithromycin,0.378576293201804,0.339483429763797,0.422170854919594
3934,0,639,Lacosamide,0.377430525861275,0.322527263293757,0.441679876600608
1317,0,413,Clonidine Hydrochloride,0.377130313267299,0.329975305531106,0.43102399119283
